customer_id,name,age,gender,occupation,income,transaction_count,total_transaction_amount,average_transaction_amount,median_transaction_amount,activity_segment,spending_segment
C02117,Pahal Sharaf,22,Male,Accountant,70384.0,4,140396.94,35099.24,33693.99,Low Activity,Low Spender
C02118,Arjun Nadkarni,51,Female,Sales Executive,80844.0,4,259076.51,64769.13,76982.82,Low Activity,Low Spender
C02119,Yug Ahuja,53,Male,Other,199561.0,9,603706.76,67078.53,84330.61,Medium Activity,High Spender
C02120,Chatura Ratti,42,Female,Business Owner,96911.0,11,597418.33,54310.76,54791.42,Medium Activity,High Spender
C02121,Ryan Lall,45,Female,Government Employee,143817.0,14,696875.99,49776.86,50097.92,Medium Activity,High Spender
C02122,Wridesh Setty,31,Male,Accountant,42594.0,8,419264.57,52408.07,55084.28,Low Activity,Medium Spender
C02123,Devika Parekh,63,Female,Business Owner,65427.0,8,403213.39,50401.67,55921.88,Low Activity,Low Spender
C02124,Tamanna Khare,33,Male,Other,149023.0,10,338226.53,33822.65,30740.3,Medium Activity,Low Spender
C02125,Siddharth Pai,27,Female,Sales Executive,99600.0,14,835382.93,59670.21,67301.33,Medium Activity,High Spender
C02126,Jasmit Gala,36,Male,Farmer,32333.0,10,404452.01,40445.2,33859.42,Medium Activity,Low Spender
C02127,Janaki Raj,22,Female,Accountant,113596.0,10,458992.97,45899.3,53793.47,Medium Activity,Medium Spender
C02128,Girish Prakash,64,Male,Business Owner,151983.0,15,911445.83,60763.06,58892.46,Medium Activity,High Spender
C02129,Oeshi Kuruvilla,23,Male,Government Employee,132884.0,7,350777.41,50111.06,51421.79,Low Activity,Low Spender
C02130,Orinder Datta,28,Male,Teacher,167320.0,9,450370.3,50041.14,47571.13,Medium Activity,Medium Spender
C02131,Anamika Dugar,35,Female,Accountant,109213.0,6,293689.67,48948.28,45172.03,Low Activity,Low Spender
C02132,Oni Dubey,43,Male,Farmer,90121.0,11,652403.54,59309.41,54113.08,Medium Activity,High Spender
C02133,Jeevika Gour,30,Male,Software Engineer,134773.0,13,743623.59,57201.81,61002.22,Medium Activity,High Spender
C02134,Reva D’Alia,50,Male,Teacher,180057.0,12,525623.05,43801.92,46039.52,Medium Activity,Medium Spender
C02135,Ikbal Sachdeva,60,Male,Farmer,31002.0,12,643290.3,53607.52,52434.6,Medium Activity,High Spender
C02136,Reyansh Sathe,53,Male,Business Owner,185131.0,10,380126.44,38012.64,33078.0,Medium Activity,Low Spender
C02137,Osha Rajan,28,Male,Government Employee,61165.0,10,557044.5,55704.45,54351.98,Medium Activity,Medium Spender
C02138,Onkar Ben,39,Female,Farmer,150650.0,9,395299.58,43922.18,42636.39,Medium Activity,Low Spender
C02139,Tanveer Lall,27,Male,Government Employee,107715.0,7,394738.31,56391.19,47331.85,Low Activity,Low Spender
C02140,Tara Kale,29,Male,Doctor,135109.0,9,551982.2,61331.36,56634.36,Medium Activity,Medium Spender
C02141,Advay Din,47,Male,Doctor,144168.0,12,681595.94,56799.66,62623.37,Medium Activity,High Spender
C02142,Vihaan Chauhan,42,Female,Farmer,64895.0,8,504429.96,63053.74,68885.35,Low Activity,Medium Spender
C02143,Caleb Loke,26,Female,Government Employee,128792.0,12,536633.67,44719.47,43032.76,Medium Activity,Medium Spender
C02144,Krish Swamy,44,Male,Business Owner,158844.0,16,682107.69,42631.73,42078.18,High Activity,High Spender
C02145,Akshay Sood,47,Male,Business Owner,132413.0,10,478493.42,47849.34,38628.8,Medium Activity,Medium Spender
C02146,Radha Bhardwaj,47,Female,Sales Executive,155307.0,16,706579.16,44161.2,47435.24,High Activity,High Spender
C02147,Rayaan Pillay,64,Female,Software Engineer,136019.0,13,497521.35,38270.87,27045.75,Medium Activity,Medium Spender
C02148,Anthony Lanka,30,Male,Farmer,38240.0,16,762698.44,47668.65,58698.66,High Activity,High Spender
C02149,Krishna Dalal,26,Female,Government Employee,125290.0,8,468461.64,58557.7,51599.04,Low Activity,Medium Spender
C02150,George Murty,31,Female,Software Engineer,123092.0,16,1086379.37,67898.71,82327.14,High Activity,High Spender
C02151,Samar Raghavan,23,Male,Other,35154.0,8,489677.69,61209.71,63009.42,Low Activity,Medium Spender
C02152,Noah Chatterjee,61,Female,Student,125382.0,11,582241.67,52931.06,56499.14,Medium Activity,High Spender
C02153,Krishna Kapur,64,Female,Government Employee,110218.0,15,784685.6,52312.37,42130.84,Medium Activity,High Spender
C02154,Daksh Thaman,21,Female,Farmer,180012.0,11,691875.11,62897.74,68463.06,Medium Activity,High Spender
C02155,Rachita Dutt,30,Female,Sales Executive,188789.0,17,733309.37,43135.85,38644.98,High Activity,High Spender
C02156,Maanav Bhatti,34,Female,Government Employee,190067.0,12,663405.39,55283.78,52822.04,Medium Activity,High Spender
C02157,Anjali Varty,46,Male,Accountant,42093.0,10,462350.95,46235.1,43949.15,Medium Activity,Medium Spender
C02158,Gavin Mangat,23,Female,Student,53031.0,14,442035.87,31573.99,13353.18,Medium Activity,Medium Spender
C02159,Rushil Bali,54,Female,Doctor,44332.0,7,287263.16,41037.59,23715.16,Low Activity,Low Spender
C02160,Sarthak Dubey,53,Female,Farmer,109314.0,9,443608.49,49289.83,72909.85,Medium Activity,Medium Spender
C02161,Vasatika Choudhary,61,Male,Software Engineer,27311.0,9,370426.61,41158.51,47802.13,Medium Activity,Low Spender
C02162,Viraj Khosla,55,Female,Doctor,99676.0,14,738290.68,52735.05,50986.59,Medium Activity,High Spender
C02163,Jalsa Lad,48,Male,Software Engineer,117774.0,14,752242.43,53731.6,49893.88,Medium Activity,High Spender
C02164,Jonathan Chatterjee,37,Female,Teacher,32512.0,5,349118.41,69823.68,84725.2,Low Activity,Low Spender
C02165,Gunbir Bhalla,62,Male,Sales Executive,98108.0,8,339312.08,42414.01,27032.25,Low Activity,Low Spender
C02166,Vincent Bose,57,Male,Sales Executive,108861.0,14,719085.94,51363.28,56901.75,Medium Activity,High Spender
C02167,Yamini Kara,36,Male,Government Employee,98433.0,4,204497.07,51124.27,44958.27,Low Activity,Low Spender
C02168,Mekhala Ramachandran,39,Male,Student,156227.0,11,540332.29,49121.12,39674.44,Medium Activity,Medium Spender
C02169,Deepa Chanda,36,Male,Government Employee,155384.0,13,652332.3,50179.41,43738.92,Medium Activity,High Spender
C02170,Ishaan Basu,58,Male,Government Employee,139094.0,15,837376.25,55825.08,59370.21,Medium Activity,High Spender
C02171,Neha Devan,27,Male,Student,128017.0,13,613173.05,47167.16,43526.04,Medium Activity,High Spender
C02172,Maanas Zachariah,26,Male,Software Engineer,131381.0,12,618160.86,51513.4,56995.27,Medium Activity,High Spender
C02173,Rohan Divan,29,Female,Doctor,136959.0,8,560111.53,70013.94,71015.55,Low Activity,Medium Spender
C02174,Aachal Raju,25,Female,Farmer,125579.0,13,639091.11,49160.85,48975.54,Medium Activity,High Spender
C02175,Ubika Goel,58,Female,Accountant,173171.0,7,417954.41,59707.77,70198.75,Low Activity,Medium Spender
C02176,Rachita Rastogi,52,Female,Sales Executive,148330.0,22,1262876.56,57403.48,55806.0,High Activity,High Spender
C02177,Karan Bhagat,47,Male,Business Owner,152588.0,9,350761.43,38973.49,35557.82,Medium Activity,Low Spender
C02178,Maanas Datta,29,Female,Sales Executive,53917.0,4,214512.93,53628.23,54477.86,Low Activity,Low Spender
C02179,Krishna Nayar,53,Male,Doctor,139388.0,13,689623.08,53047.93,57687.41,Medium Activity,High Spender
C02180,Ranveer Sahota,51,Male,Business Owner,166545.0,6,437051.38,72841.9,75760.26,Low Activity,Medium Spender
C02181,Quincy Mangal,44,Male,Other,127117.0,15,675980.3,45065.35,28849.8,Medium Activity,High Spender
C02182,Hemani Chander,28,Male,Government Employee,169884.0,12,544065.49,45338.79,39903.49,Medium Activity,Medium Spender
C02183,Yachana Parsa,39,Male,Farmer,60187.0,10,469589.16,46958.92,49508.98,Medium Activity,Medium Spender
C02184,Chaman Munshi,28,Female,Accountant,118162.0,7,296319.5,42331.36,46512.87,Low Activity,Low Spender
C02185,Tanvi Dar,40,Female,Sales Executive,27334.0,4,122953.7,30738.43,26618.96,Low Activity,Low Spender
C02186,Ryan Dani,30,Male,Other,130561.0,9,394803.5,43867.06,55722.06,Medium Activity,Low Spender
C02187,Sai Venkataraman,24,Female,Accountant,76513.0,13,566482.01,43575.54,43979.5,Medium Activity,Medium Spender
C02188,Janaki Rama,32,Female,Software Engineer,52067.0,7,243697.59,34813.94,42488.17,Low Activity,Low Spender
C02189,Saumya Bakshi,56,Female,Teacher,31713.0,9,530635.48,58959.5,43381.48,Medium Activity,Medium Spender
C02190,Karan Mahajan,47,Female,Other,101186.0,8,375518.38,46939.8,46868.52,Low Activity,Low Spender
C02191,Dalbir Gupta,57,Female,Government Employee,118908.0,6,272236.31,45372.72,46781.52,Low Activity,Low Spender
C02192,Isaiah Thaker,51,Male,Business Owner,152320.0,6,208048.0,34674.67,26196.4,Low Activity,Low Spender
C02193,Bhavya Bandi,61,Female,Sales Executive,194907.0,17,884218.69,52012.86,60142.64,High Activity,High Spender
C02194,Urvashi Barman,49,Male,Government Employee,43413.0,15,773197.44,51546.5,49088.95,Medium Activity,High Spender
C02195,Urishilla Parmer,60,Female,Student,81032.0,10,417832.91,41783.29,27964.28,Medium Activity,Medium Spender
C02196,Neel Devan,46,Female,Farmer,32011.0,15,662515.47,44167.7,40208.92,Medium Activity,High Spender
C02197,Neelima Kuruvilla,63,Female,Accountant,189323.0,15,774057.82,51603.85,52288.81,Medium Activity,High Spender
C02198,Onkar Pai,26,Male,Software Engineer,169945.0,13,684104.59,52623.43,61478.51,Medium Activity,High Spender
C02199,Bhavani Sura,61,Female,Farmer,189124.0,4,214512.05,53628.01,41368.9,Low Activity,Low Spender
C02200,Eesha Gill,28,Male,Doctor,182189.0,7,283657.75,40522.54,38345.18,Low Activity,Low Spender
C02201,Simon Dhillon,55,Male,Other,156774.0,8,337582.54,42197.82,40156.06,Low Activity,Low Spender
C02202,Nisha Tandon,33,Female,Farmer,24892.0,12,830669.67,69222.47,78826.08,Medium Activity,High Spender
C02203,Peter Sami,28,Male,Software Engineer,92079.0,9,391331.88,43481.32,40554.48,Medium Activity,Low Spender
C02204,Idika Mandal,34,Male,Other,136452.0,9,488122.04,54235.78,52176.62,Medium Activity,Medium Spender
C02205,Finn Gupta,26,Female,Student,174374.0,11,447387.49,40671.59,42224.81,Medium Activity,Medium Spender
C02206,Jalsa Nayak,23,Female,Software Engineer,109117.0,11,606642.82,55149.35,54331.35,Medium Activity,High Spender
C02207,Azad Bahl,48,Male,Student,26306.0,10,514897.93,51489.79,44851.11,Medium Activity,Medium Spender
C02208,Omisha Chad,54,Female,Student,87417.0,12,483124.48,40260.37,31123.61,Medium Activity,Medium Spender
C02209,Idika Kota,26,Male,Teacher,162024.0,12,360094.95,30007.91,17250.74,Medium Activity,Low Spender
C02210,Bimala Dara,31,Female,Business Owner,67885.0,8,464819.77,58102.47,69171.22,Low Activity,Medium Spender
C02211,Chatura Nagar,37,Male,Business Owner,100424.0,8,428776.2,53597.02,50868.28,Low Activity,Medium Spender
C02212,Baljiwan Patel,47,Male,Software Engineer,181081.0,10,433767.75,43376.78,30784.84,Medium Activity,Medium Spender
C02213,Jalsa Krishnan,41,Male,Software Engineer,35335.0,12,630447.35,52537.28,51556.12,Medium Activity,High Spender
C02214,Lila Sharma,40,Female,Teacher,103896.0,7,500362.36,71480.34,69472.57,Low Activity,Medium Spender
C02215,Luke Dara,30,Female,Government Employee,87615.0,10,476627.83,47662.78,53965.84,Medium Activity,Medium Spender
C02216,Kashish Sem,45,Male,Software Engineer,73099.0,9,451685.4,50187.27,57444.87,Medium Activity,Medium Spender
C02217,Damyanti Kant,36,Male,Sales Executive,153332.0,9,512166.73,56907.41,50815.33,Medium Activity,Medium Spender
C02218,Gaurika Madan,53,Female,Teacher,90592.0,15,660726.25,44048.42,38982.7,Medium Activity,High Spender
C02219,Ishwar Natarajan,24,Female,Sales Executive,164997.0,9,509645.87,56627.32,54294.29,Medium Activity,Medium Spender
C02220,Agastya Oak,47,Male,Sales Executive,27577.0,9,384193.29,42688.14,36097.61,Medium Activity,Low Spender
C02221,Neha Sachdev,47,Male,Software Engineer,90558.0,6,216224.75,36037.46,35361.13,Low Activity,Low Spender
C02222,William Kapur,56,Male,Doctor,165413.0,9,408421.48,45380.16,40216.55,Medium Activity,Low Spender
C02223,Naveen Ray,62,Male,Accountant,168962.0,10,542861.06,54286.11,74541.34,Medium Activity,Medium Spender
C02224,Udarsh Hayer,47,Female,Teacher,186670.0,8,507643.6,63455.45,67772.68,Low Activity,Medium Spender
C02225,Tanvi Nadkarni,53,Male,Business Owner,117859.0,4,269628.12,67407.03,80815.05,Low Activity,Low Spender
C02226,Pratyush Trivedi,55,Male,Doctor,160911.0,8,348879.86,43609.98,43899.92,Low Activity,Low Spender
C02227,Bhavya Ganesh,48,Female,Software Engineer,20262.0,14,737519.29,52679.95,55433.36,Medium Activity,High Spender
C02228,Neha Sarma,50,Female,Business Owner,20142.0,7,399041.53,57005.93,60470.92,Low Activity,Low Spender
C02229,Jairaj Gade,24,Female,Accountant,176727.0,12,683281.54,56940.13,66647.1,Medium Activity,High Spender
C02230,Advik Rastogi,37,Female,Government Employee,185729.0,9,470139.02,52237.67,58124.14,Medium Activity,Medium Spender
C02231,Ishita Anand,34,Female,Software Engineer,62314.0,5,316795.1,63359.02,62033.69,Low Activity,Low Spender
C02232,Oscar Palla,55,Male,Accountant,43518.0,15,691631.57,46108.77,36235.16,Medium Activity,High Spender
C02233,Zehaan Varma,46,Male,Business Owner,165877.0,10,379165.26,37916.53,27839.28,Medium Activity,Low Spender
C02234,Kavya Suresh,38,Female,Doctor,180024.0,9,418650.35,46516.71,45677.78,Medium Activity,Medium Spender
C02235,Janani Sangha,53,Female,Government Employee,186505.0,7,376071.03,53724.43,57708.87,Low Activity,Low Spender
C02236,Dhruv Banerjee,37,Female,Accountant,84468.0,9,460151.72,51127.97,51681.41,Medium Activity,Medium Spender
C02237,Zaitra Tailor,63,Female,Government Employee,75213.0,7,369953.21,52850.46,48038.88,Low Activity,Low Spender
C02238,Orinder Deo,50,Female,Software Engineer,55055.0,10,554933.89,55493.39,55277.65,Medium Activity,Medium Spender
C02239,Samar Ranganathan,62,Male,Other,144919.0,15,652076.9,43471.79,37538.75,Medium Activity,High Spender
C02240,Caleb Loyal,21,Male,Business Owner,128308.0,11,454854.92,41350.45,37851.25,Medium Activity,Medium Spender
C02241,Victor Ramesh,56,Female,Student,161067.0,8,327507.8,40938.48,37692.3,Low Activity,Low Spender
C02242,Pavani Dutta,26,Male,Farmer,28112.0,10,556868.15,55686.82,56214.5,Medium Activity,Medium Spender
C02243,Nihal Mann,63,Female,Teacher,112535.0,12,607685.71,50640.48,48817.7,Medium Activity,High Spender
C02244,Jatin Agrawal,45,Female,Student,66448.0,5,347228.31,69445.66,77441.27,Low Activity,Low Spender
C02245,Abdul Swaminathan,65,Male,Teacher,141292.0,11,644053.66,58550.33,70943.45,Medium Activity,High Spender
C02246,Upkaar Kumar,44,Male,Sales Executive,22454.0,8,441275.64,55159.46,59987.07,Low Activity,Medium Spender
C02247,Anamika Johal,35,Male,Accountant,198403.0,14,775450.04,55389.29,42174.72,Medium Activity,High Spender
C02248,Balhaar Mitra,43,Male,Teacher,180810.0,12,702475.19,58539.6,67245.7,Medium Activity,High Spender
C02249,Eiravati Ahluwalia,61,Female,Doctor,81409.0,6,297314.19,49552.36,49907.5,Low Activity,Low Spender
C02250,Chanchal Pillay,52,Female,Software Engineer,93598.0,12,632028.01,52669.0,51322.58,Medium Activity,High Spender
C02251,Akshay Kalita,52,Male,Software Engineer,71402.0,13,716872.22,55144.02,52592.38,Medium Activity,High Spender
C02252,Ekani Sem,61,Female,Teacher,92704.0,12,626437.26,52203.1,47413.68,Medium Activity,High Spender
C02253,Aarini Pandya,57,Female,Business Owner,164647.0,13,738547.92,56811.38,64501.88,Medium Activity,High Spender
C02254,Hemani Mistry,33,Male,Teacher,174183.0,9,481902.11,53544.68,64390.57,Medium Activity,Medium Spender
C02255,Zehaan Minhas,29,Male,Business Owner,88058.0,8,436068.93,54508.62,53737.74,Low Activity,Medium Spender
C02256,Nitara Sule,57,Male,Farmer,91913.0,7,215884.59,30840.66,22621.1,Low Activity,Low Spender
C02257,Amruta Ramachandran,33,Male,Farmer,181076.0,9,282033.89,31337.1,31299.3,Medium Activity,Low Spender
C02258,Pranit Bedi,37,Female,Software Engineer,131965.0,6,392129.78,65354.96,70090.66,Low Activity,Low Spender
C02259,Forum Wagle,62,Male,Government Employee,133389.0,11,461536.9,41957.9,40239.72,Medium Activity,Medium Spender
C02260,Yashasvi Roy,47,Female,Teacher,198303.0,15,922306.32,61487.09,68502.98,Medium Activity,High Spender
C02261,Yatin Kota,54,Female,Sales Executive,114757.0,5,246411.33,49282.27,52262.77,Low Activity,Low Spender
C02262,Edhitha Kala,54,Male,Doctor,32311.0,17,830864.33,48874.37,45572.77,High Activity,High Spender
C02263,Eta Sabharwal,38,Female,Farmer,137666.0,8,443260.95,55407.62,61907.01,Low Activity,Medium Spender
C02264,Radha Hegde,41,Male,Student,71015.0,7,339692.76,48527.54,35692.09,Low Activity,Low Spender
C02265,Veer Sama,42,Male,Other,26651.0,10,617921.81,61792.18,63036.26,Medium Activity,High Spender
C02266,Indrajit Doctor,35,Female,Teacher,85531.0,7,363715.18,51959.31,59767.03,Low Activity,Low Spender
C02267,Chaman Kant,33,Male,Government Employee,101475.0,5,194900.27,38980.05,14948.99,Low Activity,Low Spender
C02268,Zaitra Divan,25,Male,Software Engineer,145820.0,7,273772.07,39110.3,38299.85,Low Activity,Low Spender
C02269,Mitali Bera,48,Male,Other,184180.0,10,601274.59,60127.46,55462.24,Medium Activity,High Spender
C02270,Alka Saraf,42,Female,Doctor,48269.0,9,443012.43,49223.6,53198.51,Medium Activity,Medium Spender
C02271,Ekbal Munshi,51,Male,Government Employee,34269.0,9,608723.75,67635.97,61627.37,Medium Activity,High Spender
C02272,Gautami Om,42,Male,Teacher,177277.0,11,384229.11,34929.92,29891.22,Medium Activity,Low Spender
C02273,Neha Nagi,60,Female,Teacher,183931.0,10,578510.06,57851.01,62540.22,Medium Activity,High Spender
C02274,Rushil Narula,49,Male,Teacher,35908.0,9,340583.74,37842.64,31741.52,Medium Activity,Low Spender
C02275,Zilmil Sachdeva,23,Female,Government Employee,37046.0,5,175937.48,35187.5,6969.1,Low Activity,Low Spender
C02276,Patrick Natt,29,Male,Sales Executive,34362.0,11,603984.79,54907.71,60126.92,Medium Activity,High Spender
C02277,Yashawini Divan,40,Female,Teacher,46693.0,10,519484.7,51948.47,41107.88,Medium Activity,Medium Spender
C02278,Prisha Sami,64,Male,Farmer,33684.0,8,508423.11,63552.89,63582.76,Low Activity,Medium Spender
C02279,Tanveer Rege,39,Female,Student,45121.0,10,370055.12,37005.51,21797.28,Medium Activity,Low Spender
C02280,Vaishnavi Sarin,60,Female,Doctor,177175.0,11,431378.14,39216.19,31621.18,Medium Activity,Medium Spender
C02281,Damyanti Kala,63,Male,Sales Executive,120642.0,20,990204.87,49510.24,46806.6,High Activity,High Spender
C02282,Nicholas Raju,50,Female,Other,182327.0,10,567470.04,56747.0,63849.56,Medium Activity,Medium Spender
C02283,Waida Bath,27,Female,Software Engineer,139033.0,13,654526.52,50348.19,41236.2,Medium Activity,High Spender
C02284,Om Kuruvilla,54,Female,Other,70457.0,7,345088.42,49298.35,48509.33,Low Activity,Low Spender
C02285,Mohini Prabhu,27,Male,Software Engineer,176021.0,9,429172.71,47685.86,40801.02,Medium Activity,Medium Spender
C02286,Ubika Bhardwaj,25,Male,Other,53025.0,8,350833.15,43854.14,31317.24,Low Activity,Low Spender
C02287,Ekanta Bhatti,61,Female,Government Employee,130364.0,12,705111.17,58759.26,59239.13,Medium Activity,High Spender
C02288,Avni Chad,51,Female,Business Owner,83740.0,9,440758.49,48973.17,62289.68,Medium Activity,Medium Spender
C02289,Hiral Rama,29,Male,Software Engineer,53470.0,11,547395.68,49763.24,54784.1,Medium Activity,Medium Spender
C02290,Megha Raghavan,40,Female,Farmer,190840.0,10,391460.5,39146.05,24101.61,Medium Activity,Low Spender
C02291,Benjamin Mohanty,43,Female,Other,161857.0,15,616458.69,41097.25,39378.11,Medium Activity,High Spender
C02292,Sanaya Sura,30,Male,Sales Executive,100917.0,14,487042.57,34788.75,35799.79,Medium Activity,Medium Spender
C02293,Chanchal Choudhry,59,Female,Accountant,116686.0,9,433167.64,48129.74,51551.25,Medium Activity,Medium Spender
C02294,Kashvi Venkatesh,21,Male,Software Engineer,82229.0,8,500964.59,62620.57,66015.84,Low Activity,Medium Spender
C02295,Avni Barad,53,Male,Student,110129.0,13,583846.57,44911.27,37220.81,Medium Activity,High Spender
C02296,Zayyan Kaur,33,Male,Doctor,37931.0,9,407193.36,45243.71,50137.89,Medium Activity,Low Spender
C02297,Darsh Chaudry,42,Male,Sales Executive,142526.0,7,389121.85,55588.84,54968.74,Low Activity,Low Spender
C02298,Dalbir Om,59,Female,Other,168398.0,13,540960.41,41612.34,37964.69,Medium Activity,Medium Spender
C02299,Dev Doshi,42,Female,Student,106145.0,16,1023509.17,63969.32,74271.88,High Activity,High Spender
C02300,Abhiram Badami,31,Male,Sales Executive,31060.0,5,249251.95,49850.39,30937.66,Low Activity,Low Spender
C02301,Yatin Shanker,52,Male,Software Engineer,187448.0,14,657111.39,46936.53,44413.0,Medium Activity,High Spender
C02302,Amrita Devan,35,Male,Sales Executive,183556.0,11,550353.58,50032.14,54225.94,Medium Activity,Medium Spender
C02303,Faraj Pathak,34,Male,Sales Executive,106904.0,13,612291.92,47099.38,42452.2,Medium Activity,High Spender
C02304,Manthan Char,45,Male,Student,68298.0,8,307593.98,38449.25,38079.99,Low Activity,Low Spender
C02305,Gautam Dash,21,Female,Software Engineer,39328.0,11,557622.57,50692.96,43375.57,Medium Activity,Medium Spender
C02306,Lavanya Merchant,43,Male,Farmer,50196.0,13,738275.8,56790.45,58712.62,Medium Activity,High Spender
C02307,Balveer Bansal,30,Female,Sales Executive,70961.0,11,534797.7,48617.97,46532.19,Medium Activity,Medium Spender
C02308,Amrita Palla,61,Female,Software Engineer,27781.0,13,753573.92,57967.22,73420.09,Medium Activity,High Spender
C02309,Harsh Borra,33,Male,Accountant,65651.0,10,486712.88,48671.29,51312.48,Medium Activity,Medium Spender
C02310,Jacob Parekh,35,Female,Business Owner,109081.0,10,451128.02,45112.8,36768.16,Medium Activity,Medium Spender
C02311,Arjun Nagarajan,56,Male,Business Owner,71376.0,8,415293.41,51911.68,62145.64,Low Activity,Medium Spender
C02312,Krisha Gill,22,Male,Accountant,46526.0,5,370775.43,74155.09,88401.33,Low Activity,Low Spender
C02313,Yashica Pingle,22,Male,Student,191670.0,6,227208.87,37868.14,23138.75,Low Activity,Low Spender
C02314,Rayaan Gour,28,Female,Doctor,99972.0,8,512361.52,64045.19,79457.8,Low Activity,Medium Spender
C02315,Oscar Rao,50,Male,Government Employee,117609.0,9,380341.68,42260.19,32517.79,Medium Activity,Low Spender
C02316,Jeevika Ratti,63,Male,Farmer,183369.0,7,321170.04,45881.43,54349.57,Low Activity,Low Spender
C02317,Qasim Devan,48,Male,Teacher,57862.0,10,488396.55,48839.66,52509.58,Medium Activity,Medium Spender
C02318,Nidhi Devi,29,Male,Doctor,159606.0,14,674420.98,48172.93,48480.8,Medium Activity,High Spender
C02319,Devansh Raval,45,Female,Government Employee,177168.0,9,534332.69,59370.3,60333.48,Medium Activity,Medium Spender
C02320,Widisha Ben,48,Male,Software Engineer,181488.0,14,765922.0,54708.71,58661.14,Medium Activity,High Spender
C02321,Vamakshi Malhotra,58,Male,Farmer,97118.0,10,577366.09,57736.61,56399.66,Medium Activity,High Spender
C02322,Pahal Sarraf,30,Female,Doctor,33961.0,7,278111.93,39730.28,32088.55,Low Activity,Low Spender
C02323,Gaurang Mitra,61,Female,Business Owner,153239.0,15,757301.77,50486.78,55866.92,Medium Activity,High Spender
C02324,Yashvi Baria,58,Female,Doctor,41340.0,10,428195.56,42819.56,43210.96,Medium Activity,Medium Spender
C02325,Bahadurjit Jha,51,Male,Business Owner,153330.0,9,473236.76,52581.86,50614.25,Medium Activity,Medium Spender
C02326,Zarna Chakraborty,45,Female,Sales Executive,156024.0,11,598519.57,54410.87,57267.21,Medium Activity,High Spender
C02327,Shivansh Dugar,50,Male,Government Employee,118010.0,10,532697.87,53269.79,62149.35,Medium Activity,Medium Spender
C02328,Gayathri Cherian,54,Female,Sales Executive,144192.0,12,554398.32,46199.86,46705.01,Medium Activity,Medium Spender
C02329,Baghyawati Naik,38,Female,Other,190324.0,9,364026.32,40447.37,40042.57,Medium Activity,Low Spender
C02330,Naksh Raman,23,Male,Doctor,73215.0,8,479330.84,59916.36,68592.67,Low Activity,Medium Spender
C02331,Tarak Shan,49,Male,Student,77303.0,11,368567.24,33506.11,23111.36,Medium Activity,Low Spender
C02332,Adya Aggarwal,40,Female,Student,169781.0,9,607472.87,67496.99,61230.41,Medium Activity,High Spender
C02333,Radha Venkatesh,31,Female,Accountant,164323.0,13,515729.41,39671.49,39069.05,Medium Activity,Medium Spender
C02334,Yoshita Raj,26,Male,Teacher,97345.0,9,487814.67,54201.63,66015.18,Medium Activity,Medium Spender
C02335,Tanvi Padmanabhan,49,Female,Doctor,173082.0,8,419094.06,52386.76,57401.22,Low Activity,Medium Spender
C02336,Qarin Sanghvi,23,Female,Farmer,182824.0,16,659309.03,41206.81,43496.44,High Activity,High Spender
C02337,Reyansh Ganesh,42,Female,Sales Executive,142565.0,11,558264.67,50751.33,54882.64,Medium Activity,Medium Spender
C02338,Manthan Chahal,48,Female,Government Employee,150427.0,11,540499.8,49136.35,43417.42,Medium Activity,Medium Spender
C02339,Shivani Balakrishnan,41,Female,Student,26479.0,14,716048.13,51146.3,56021.88,Medium Activity,High Spender
C02340,Anika Dalal,32,Female,Doctor,89631.0,12,579881.36,48323.45,35952.96,Medium Activity,High Spender
C02341,Udarsh Wali,62,Male,Government Employee,41605.0,14,708669.02,50619.22,51018.66,Medium Activity,High Spender
C02342,Arjun Rajan,39,Male,Accountant,79701.0,15,875295.16,58353.01,69580.4,Medium Activity,High Spender
C02343,Indira Vyas,27,Male,Teacher,114433.0,15,718967.86,47931.19,42528.05,Medium Activity,High Spender
C02344,Manbir Baria,23,Male,Government Employee,71549.0,4,119735.47,29933.87,18585.82,Low Activity,Low Spender
C02345,Ekiya Uppal,64,Female,Accountant,99355.0,7,361312.36,51616.05,45948.61,Low Activity,Low Spender
C02346,Chaitanya Char,64,Female,Doctor,178343.0,9,421516.55,46835.17,45166.35,Medium Activity,Medium Spender
C02347,Veda Chaudhry,29,Female,Software Engineer,98505.0,12,634764.41,52897.03,58496.36,Medium Activity,High Spender
C02348,Gauri Subramanian,39,Female,Student,126367.0,13,703682.23,54129.4,61117.8,Medium Activity,High Spender
C02349,Anirudh Choudhary,58,Male,Sales Executive,191466.0,12,584907.06,48742.26,45548.16,Medium Activity,High Spender
C02350,Sai Pandit,53,Male,Student,79658.0,5,311586.72,62317.34,67941.31,Low Activity,Low Spender
C02351,Eiravati Sant,35,Male,Sales Executive,81269.0,8,462478.63,57809.83,65150.17,Low Activity,Medium Spender
C02352,Ishwar Bhargava,54,Female,Sales Executive,109301.0,5,199915.11,39983.02,31163.09,Low Activity,Low Spender
C02353,Vansha Kota,26,Female,Doctor,132405.0,16,689373.14,43085.82,41838.07,High Activity,High Spender
C02354,Yauvani Mahal,65,Female,Doctor,134997.0,11,428575.63,38961.42,26739.38,Medium Activity,Medium Spender
C02355,Pahal Desai,49,Male,Government Employee,56424.0,11,642038.31,58367.12,56805.17,Medium Activity,High Spender
